Tender Title,Label,Tender No and date,Plant/Unit,Tender issue date and time,Bid Submission Closing date and Time,Remarks,Label_Code
MECHANICAL MAINTENANCE OF EOT CRANES OF MRD,skilled_manpower,NIT No : GM ( CC- W) / MRD-Mech Maint / EP- 2020300038 / LTR / Date: 21.04.2020,Bhilai Steel Plant,Apr 27 2020  6:00:00:000PM,May  5 2020  2:00:00:000PM, --  ,6
Repairing of Caterpillar make track loader BSP no-714 deployed at SMS III.,skilled_manpower,NIT No : GM ( CC- W) / Opr.Garr-Mech Mn / EP- 2019200703 / Prop / Date: 13.03.2020,Bhilai Steel Plant,Mar 16 2020  6:00:00:000PM,Mar 26 2020  2:00:00:000PM, --  ,6
Miscellaneous Electrical jobs in RSM,skilled_manpower,NIT No : GM ( CC- W) / R&S Mill-Electr Mnt / EP- 2019301015 / LTR / Date: 09.03.2020,Bhilai Steel Plant,Mar 16 2020  4:00:00:000PM,Mar 26 2020  2:00:00:000PM, --  ,6
Dismantling & Erection of Under Crane Girder - 30 Mtrs. Long (Without handling facility - EOT Crane/Telpher etc.) in Bay : BC/C/70-75 along-with associated jobs in - RSM.,skilled_manpower,NIT No : GM ( CC- W) / R&S Mill-Mech Mnt / EP- 2019200670 / LT / Date: 09.03.2020,Bhilai Steel Plant,Mar 19 2020 11:00:00:000AM,Mar 26 2020  2:00:00:000PM, --  ,6
"Repair / Replacement of Gas / Water Pipe Line from Dia. 80 mm to Dia. 1000 mm and associated jobs in Reheating Furnace # 1, 2, & 3.",skilled_manpower,NIT No : GM ( CC- W) / R&S Mill-Mech Mnt / EP- 2019200691 / LT / Date: 05.03.2020,Bhilai Steel Plant,Mar 16 2020  6:00:00:000PM,Mar 24 2020  2:00:00:000PM, --  ,6
"Name of the Work :R.S.M., Rail Flash Butt Welding M/c Chiller Unit Pre-Cleaning & Passivation Water Treatment program. The process will include Chemical treatment for removing corrosion, scaling & deposition from the chilled water circuit. Steps involved are Flushing of pipe line, Pre-Cleaning with surface active agent, Bio-cleaning & Passivation. (The cost of the chemicals required for above treatment is included in the scope of the party).",skilled_manpower,NIT No : GM ( CC- W) / R&S Mill-Mech Mnt / EP- 2020200048 / ST / Date: 11.05.2020,Bhilai Steel Plant,May 16 2020  1:00:00:000PM,May 26 2020  2:00:00:000PM, --  ,6
":Preparation and Handling for inspection of long and welded rails, drilling & chamfering of holes on rail web, unloading from Roll tables, stacking, loading in End unloading rakes (EUR)and stacking & loading of rails in long rail yard ( Line-183)of RSM.",skilled_manpower,NIT No : GM ( CC- W) / R&S Mill-Operation / EP- 2019300984 / OT / Date: 11.03.2020,Bhilai Steel Plant,Mar 27 2020  5:00:00:000PM,May 26 2020  2:00:00:000PM,Corr,6
:Enabling jobs of finishing of rails and structural at short rail finishing area of Rail and Structural Mill ( RSM).,none,NIT No : GM ( CC- W) / R&S Mill-Operation / EP- 2020300052 / OT / Date: 25.04.2020,Bhilai Steel Plant,May  2 2020  1:00:00:000PM,May 21 2020  2:00:00:000PM, --  ,4
Debricking jobs in SMS-III,none,NIT No : GM ( CC- W) / RED I-Eqpt Plan/Mnt / EP- 2020300063 / OT / Date: 27.04.2020,Bhilai Steel Plant,May  5 2020  1:00:00:000PM,May 21 2020  2:00:00:000PM, --  ,4
CAPITAL REPAIR OF LIME KILN-2 OF RMP-II,skilled_manpower,NIT No : GM ( CC- W) / RMP 2-Mech Maint / EP- 2020200052 / LT / Date: 18.05.2020,Bhilai Steel Plant,May 19 2020  3:00:00:000PM,May 22 2020  2:00:00:000PM, --  ,6
"LOADING TRANSPORTATION /SHIFTING/UNLOADING OF FLUX , ARISINGS ,SPILLAGE & GENERATED WASTES COARSE-DUST MIXED FROM BUNKERS AT RMP-3 TO VARIOUS DESTINATIONS /CUSTOMERS .",unskilled_manpower ,NIT No : GM ( CC- W) / RMP 3 -Operation / EP- 2020300061 / OT / Date: 27.04.2020,Bhilai Steel Plant,Apr 28 2020  8:00:00:000PM,May 21 2020  2:00:00:000PM, --  ,7
Planning and Store jobs in Mechanical Maintenance Section in MODEX Unit-RMP-3,none,NIT No : GM ( CC- W) / RMP 3-Mech Maint / EP- 2019300990 / LTR / Date: 17.03.2020,Bhilai Steel Plant,Mar 17 2020  6:00:00:000PM,Mar 24 2020  2:00:00:000PM, --  ,4
ASSISTANCE IN MAINTENANCE OF ELECTRICAL & MECHANICAL EQUIPMENTS INSTALLED IN ROLL TURNING SHOP AND CLEANING OF WASTE GENERATED DURING MECHANICAL & ELECTRICAL MAINTENANCE PROCESSES,skilled_manpower,NIT No : GM ( CC- W) / Roll Turn-Electr Mnt / EP- 2019301018 / LTR / Date: 11.03.202,Bhilai Steel Plant,Mar 17 2020  2:00:00:000PM,Mar 26 2020  2:00:00:000PM, --  ,6
"TECHNOLOGICAL ASSISTANCES IN VARIOUS ELECTRICAL ACTIVITY OF GROUND EQUIPMENT, SHIFTs AND PLANNING OF CCS ELECTRICAL MAINTENANCE SMS-II AS PER SCOPE OF WORK.",skilled_manpower,NIT No : GM ( CC- W) / SMS2-CCS-Electr Mnt / EP- 2019200683 / LT / Date: 16.03.2020,Bhilai Steel Plant,Mar 27 2020  7:00:00:000PM,Apr  7 2020  2:00:00:000PM, --  ,6
MISCELLANEOUS ELECTRICAL JOB OF CCS (ELECTRICAL),skilled_manpower,NIT No : GM ( CC- W) / SMS2-CCS-Electr Mnt / EP- 2020300051 / LTR / Date: 25.04.2020,Bhilai Steel Plant,May  1 2020  6:00:00:000PM,May 14 2020  2:00:00:000PM, --  ,6
TECHNICAL ASSISTANCE IN SHIFTS JOBS OF CCS(MECHANICAL) IN SMS-2,skilled_manpower,NIT No : GM ( CC- W) / SMS2-CCS-Mech Mnt / EP- 2019301025 / LTR / Date: 24.03.2020,Bhilai Steel Plant,Mar 27 2020  7:00:00:000PM,Apr 14 2020  2:00:00:000PM, --  ,6
"DISMANTLING, ERECTION AND FABRICATION OF GIRDER,CHANGING OF OTHER STRUCTURES AND PLATFORMS IN SLAB CASTERS-1 AREA.",skilled_manpower,NIT No : GM ( CC- W) / SMS2-CCS-Mech Mnt / EP- 2020200012 / LT / Date: 09.04.2020,Bhilai Steel Plant,Apr 11 2020  6:00:00:000PM,Apr 23 2020  2:00:00:000PM, --  ,6
"EJECTOR CLEANING, BAG HOUSE MAINTENANCE, HEATSHIELD REPAIR IN SEC STEEL UNITS(RH DEGASSERS1&2,VAD AND LF 1&2, TRANSFER CAR WHEEL CHANGING IN LF-1, RH-1, VAD, LF-2 AND RH-2 AS PER SCOPE OF WORK.",skilled_manpower,NIT No : GM ( CC- W) / SMS2-CCS-Mech Mnt / EP- 2020200027 / LT / Date: 14.05.2020,Bhilai Steel Plant,May 19 2020  6:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,6
"TECHNICAL ASSISTANCE IN HYDRAULIC AND GCM JOBS OF CCS(MECHANICAL)IN SLAB & BLOOM CASTERS IN CCS,SMS-2.",skilled_manpower,NIT No : GM ( CC- W) / SMS2-CCS-Mech Mnt / EP- 2020300030 / LTR / Date: 25.04.2020,Bhilai Steel Plant,May  5 2020  6:00:00:000PM,May 19 2020  2:00:00:000PM, --  ,6
ASSEMBLY&OVERHAULING JOBS AND REPAIR JOBS ON CASTER ROLL TABLES AT CCS,skilled_manpower,NIT No : GM ( CC- W) / SMS2-CCS-Mech Mnt / EP- 2020300066 / LTR / Date: 02.05.2020,Bhilai Steel Plant,May  5 2020  6:00:00:000PM,May 14 2020  2:00:00:000PM, --  ,6
"NITROGEN AND OXYGEN MEASUREMENT FOR RAIL STEEL IN TUNDISH OF MACHINE-3 (COMBI CASTER), MACHINE-4 (COMBI CASTER) & MACHINE 5 (4 STRAND BLOOM CASTER).",skilled_manpower,NIT No : GM ( CC- W) / SMS2-CCS-Operation / EP- 2020200004 / ST / Date: 20.04.2020,Bhilai Steel Plant,Apr 21 2020  4:00:00:000PM,Apr 30 2020  2:00:00:000PM, --  ,6
:LANCING OF STEEL JAMS IN SMS-1 & SMS-II,none,NIT No : GM ( CC- W) / SMS2-CCS-Operation / EP- 2020200013 / LT / Date: 09.04.2020,Bhilai Steel Plant,Apr 11 2020  7:00:00:000PM,Apr 23 2020  2:00:00:000PM, --  ,4
slab caster 6 chiller preparation,none,NIT No : GM ( CC- W) / SMS2-CCS-Operation / EP- 2020300036 / LTR / Date: 18.04.2020,Bhilai Steel Plant,Apr 18 2020  5:00:00:000PM,May  5 2020  2:00:00:000PM, --  ,4
"Top cone dismantling, assly & erection, Umbrella plate dismantling, erection & other related jobs during Capital Repair of Converter.",skilled_manpower,NIT No : GM ( CC- W) / SMS2-Conv-Mech. Mnt / EP- 2019200684 / LT / Date: 16.03.2020,Bhilai Steel Plant,Mar 21 2020  6:00:00:000PM,Mar 31 2020  2:00:00:000PM, --  ,6
REPAIR OF MIXER MONITOR ROOF STRUCTURE,skilled_manpower,NIT No : GM ( CC- W) / SMS2-Conv-Mech. Mnt / EP- 2019200695 / LT / Date: 12.03.2020,Bhilai Steel Plant,Mar 18 2020  7:00:00:000PM,Mar 24 2020  2:00:00:000PM, --  ,6
Providing operational assistance / enabling services in Mill & Crane Area of electrical section of URM.,skilled_manpower,NIT No : GM ( CC- W) / URM-ele Maint / EP- 2019200660 / LT / Date: 05.03.2020,Bhilai Steel Plant,Mar 16 2020  2:00:00:000PM,Mar 24 2020  2:00:00:000PM, --  ,6
Providing operational assistance / enabling services in Rail Welding Line Area of electrical section of URM.,skilled_manpower,NIT No : GM ( CC- W) / URM-ele Maint / EP- 2019200694 / LT / Date: 06.03.2020,Bhilai Steel Plant,Mar 16 2020 12:00:00:000PM,Mar 24 2020  2:00:00:000PM, --  ,6
Mantenance of various equipments of RWL including Roller tables of RWL and Finishing,skilled_manpower,NIT No : GM ( CC- W) / URM-mech Maint / EP- 2019200690 / LT / Date: 28.03.2020,Bhilai Steel Plant,Apr  7 2020  5:00:00:000PM,Apr 21 2020  2:00:00:000PM, --  ,6
Maintenance of various EOT Cranes in URM,skilled_manpower,NIT No : GM ( CC- W) / URM-mech Maint / EP- 2020200018 / LT / Date: 25.04.2020,Bhilai Steel Plant,May  5 2020  6:00:00:000PM,May 19 2020  2:00:00:000PM, --  ,6
Assistance in Rail Finishing operations of URM,skilled_manpower,NIT No : GM ( CC- W) / URM-OPERATION / EP- 2019301014 / OT / Date: 09.03.2020,Bhilai Steel Plant,Mar 26 2020  5:00:00:000PM,May 26 2020  2:00:00:000PM,Corr,6
Name of the Work :Assistance in Office works of URM and its allied sections,unskilled_manpower ,NIT No : GM ( CC- W) / URM-OPERATION / EP- 2020200021 / LT / Date: 04.04.2020,Bhilai Steel Plant,Apr 22 2020  3:00:00:000PM,May  5 2020  2:00:00:000PM, --  ,7
"MAINTENANCE OF CASSETTE ASSEMBLIES IN BLOCK , HYDRAULIC RELATED EQUIPMENTS AND LOOPERS IN WIRE ROD MILL.",skilled_manpower,NIT No : GM ( CC- W) / WRM-Mech Maint / EP- 2019200687 / LT / Date: 21.03.2020,Bhilai Steel Plant,Mar 25 2020  3:00:00:000PM,Apr  7 2020  2:00:00:000PM, --  ,6
"Maintenance of Charging grate-I&II, Coil storage racks, guide trolleys and roughing and intermediate Stands.",skilled_manpower,NIT No : GM ( CC- W) / WRM-Mech Maint / EP- 2019200714 / LT / Date: 23.03.2020,Bhilai Steel Plant,Mar 26 2020  6:00:00:000PM,Apr  9 2020  2:00:00:000PM, --  ,6
"Contract for Transportation of Boiler Coal From any location of BSP Bhilai/NSPCL (PP-2) Bhilai to SRU, Bhilai and charging on the screening & crushing bunker after scrutiny",vehicle/equipment_hiring,NIT no.1668 Dt.-  07/03/2020,SAIL REFRACTORY UNIT,Mar  8 2020 11:00:00:000AM,Apr 18 2020 12:00:00:000PM,Corr,8
"Contract for supply of Unskilled, Semiskilled and Skilled manpower at different departments of work area at SRU Bhilai.",none,NIT no.1699 Dt.-  14/03/2020,SAIL REFRACTORY UNIT,Mar 19 2020  6:00:00:000PM,Apr  6 2020 12:00:00:000PM, --  ,4
"Job Contract for Supply of Unskilled, Skilled & high skilled manpower for Routine & Preventive maintenance activities in Electrical, Mill maintenance, Ventilation system, Garage, MRS, Civil, and Press & Services departments at SRU Bhilai.    Job Contract for Supply of Unskilled, Skilled & high skilled manpower for Routine & Preventive maintenance activities in Electrical, Mill maintenance, Ventilation system, Garage, MRS, Civil, and Press & Services departments at SRU Bhilai.",none,NIT no.1730 Dt.-  23/03/2020,SAIL REFRACTORY UNIT,Mar 24 2020 12:00:00:000PM,Apr 27 2020  1:00:00:000PM,Corr,4
,none,NIT No: CCNW/OT/HRD/ PR :1130016342 /2020-11    dtd. 08.04.2020,Bhilai Steel Plant,Apr  9 2020  9:00:00:000AM,Apr 29 2020  1:00:00:000PM,Corr,4
Tender for Operation and Maintenace of Electrical Installations and DG sets at SAIL BSO Agra,skilled_manpower,O/REC/BS/AGR/ ELEC.MAINT /2020 Dated :- 25/03/2020,Central Marketing Organisations (NR),Mar 25 2020  3:30:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
INSTALLATION OF NATURAL GAS NETWORK AT RSP (PACKAGE NO. 2),skilled_manpower,P/PROJ/633/2090000014/119  Dtd.12.05.2020,Rourkela Steel Plant,May 13 2020  6:30:00:000PM,Jun 10 2020  2:30:00:000PM,Corr,6
OPERATION & MAINTENANCE  OF ISPAT POST GRADUATE INSTITUTE AND  SUPER SPECIALITY HOSPITAL (IPGI & SSH) under license basis,skilled_manpower,P/Proj/O&M/IGH/100 Dated 19.02.2020,Rourkela Steel Plant,Feb 19 2020  7:00:00:000PM,May 26 2020  2:30:00:000PM,Corr,6
"BALANCE OF WORKS FOR CONSTRUCTION OF FLYOVER AT ISP, BURNPUR (Pkg.No.77-01)",unskilled_manpower ,PROJECTS/EXPN-B/FLYOVER/2020/878. Dtd.15.05.2020,IISCO Steel Plant,May 15 2020 12:00:00:000PM,Jun  5 2020  3:00:00:000PM, --  ,7
"GRASS CUTTING AND SLAG DUMPING IN PLANT , ADMIN AREAS",unskilled_manpower ,PU C03 0056 DT 24.04.20,Salem Steel Plant,Apr 24 2020  6:00:00:000PM,May 18 2020  5:00:00:000PM, --  ,7
OPERATION AND MAINTENANCE OF 1 MLD SEWAGE TREATMENT PLANT,skilled_manpower,PU C030054 DT 24.04.20,Salem Steel Plant,Apr 24 2020  6:00:00:000PM,May 18 2020  5:00:00:000PM, --  ,6
INWARD AND OUTWARD TRANSPORT CONTRACT FOR SALEM STEEL PLANT,vehicle/equipment_hiring,PU C92 9076B DT 08.05.20,Salem Steel Plant,May  9 2020  6:00:00:000PM,Jun  8 2020  3:00:00:000PM, --  ,8
"Job Contract for Providing Services for Cleaning & Removal of Grasses, Bushes etc at RDCIS Premises, SAIL Satellite Township and Senior Executives Bungalows at Ranchi for period of two years",unskilled_manpower ,RD/CONT-CELL(Admn)/1040 dtd 19.02.2020,Research & Development Centre for Iron & Steel (RDCIS),Feb 19 2020  6:00:00:000PM,May 19 2020  1:00:00:000PM,Corr,7
"Job Contract for Material Handling Work, Mixing, Blending of Raw Materials, Loading/Unloading, Up-keep of Equipment, Shifting of Files and all types of Materials, Equipment from various Laboratories/ Departments and other Locations of RDCIS, SAIL, Ranchi and Shyamali Colony and Satellite Township, Ranchi for period of Two years",none,RD/CONT-CELL(Admn)/1043 dtd 18.02.2020,Research & Development Centre for Iron & Steel (RDCIS),Feb 18 2020  3:30:00:000PM,May 22 2020  1:00:00:000PM,Corr,4
"Job Contract for Upkeep & Face Lifting of Buildings, Sheds etc. in SAIL RDCIS Complex, Ranchi for period of two years",skilled_manpower,RD/CONT-CELL(C&M)/1035 dtd 18.02.2020,Research & Development Centre for Iron & Steel (RDCIS),Feb 18 2020  5:30:00:000PM,May 18 2020  1:00:00:000PM,Corr,6
"Job contract for Operation and Upkeep of Sewage Treatment Plant and Pump House Equipments at SAIL Satellite Township, Ranchi for a period of two years",skilled_manpower,RD/CONT-CELL(C&M)/1036 dtd 18.02.2020,Research & Development Centre for Iron & Steel (RDCIS),Feb 18 2020 12:15:00:000PM,May 19 2020  1:00:00:000PM,Corr,6
"Annual Rate Contract for Upkeep & Garbage Disposal at SAIL Satellite Township, Ranchi for period of Two years",unskilled_manpower ,RD/CONT-CELL(C&M)/1037  dtd 20.02.2020,Research & Development Centre for Iron & Steel (RDCIS),Feb 20 2020  5:00:00:000PM,May 20 2020  1:00:00:000PM,Corr,7
"Job Contract for Ensuring Power Supply from two (2) nos. of Substations including Provision of Utility Services at SAIL Satellite Township, Ranchi for Two years",skilled_manpower,RD/CONT-CELL(C&M)/1038 dtd 18.02.2020,Research & Development Centre for Iron & Steel (RDCIS),Feb 18 2020 10:30:00:000AM,May 21 2020  1:00:00:000PM,Corr,6
"Job Contract for Operation of Tea Clubs/Pantry Services at RDCIS and CET, SAIL, Ranchi for period of two years",unskilled_manpower ,RD/CONT-CELL(IR&W)/1041 dtd 18.02.2020,Research & Development Centre for Iron & Steel (RDCIS),Feb 18 2020  2:45:00:000PM,May 20 2020  1:00:00:000PM,Corr,7
"Job Contract for Providing Support Services etc. at RDCIS, SAIL, Ranchi and Upkeep, House Keeping & Maintenance of Ispat Executive Hostel (IEH) located at SAIL Satellite Township & Basement at CET Office for Two years",unskilled_manpower ,RD/CONT-CELL(IR&W)/1042 Dtd. 21.02.2020,Research & Development Centre for Iron & Steel (RDCIS),Feb 21 2020  6:00:00:000PM,May 21 2020  1:00:00:000PM,Corr,7
"Job Contract for Providing Security, Surveillance and Fire Fighting Services at SAIL Township including IEH, CET office in RDCIS Complex and Senior Executives Personal Security at their Residences for period of two years",skilled_manpower,RD/CONT-CELL(Security)/1039 Dtd. 18.02.2020,Research & Development Centre for Iron & Steel (RDCIS),Feb 18 2020  1:00:00:000PM,May 18 2020  1:00:00:000PM,Corr,6
TRANSPORTATION OF COIL ENDS FROM SSM TO SSSY,vehicle/equipment_hiring,REF No: 021/664/1981000462/01/00/500007053 DATED:07.05.2020,Rourkela Steel Plant,May  7 2020  6:00:00:000PM,May 28 2020  4:00:00:000PM, --  ,8
"REPL OF INT. SHAFTS, D/I SHAFTS & MOTORS IN EOT CRANES.",vehicle/equipment_hiring,REF No: 021/686/1982001364/01/00/500007050 DATED:02.05.2020,Rourkela Steel Plant,May  5 2020  6:00:00:000PM,May 25 2020  4:00:00:000PM, --  ,8
REPAIR OF OPERATOR CABIN OF EOT CRANES (2 YRS RATE CONTRACT),skilled_manpower,REF No: 021/686/1982001716/02/00/500007061 DATED:12.05.2020,Rourkela Steel Plant,May 13 2020  7:00:00:000PM,Jun  2 2020  4:00:00:000PM, --  ,6
Requirement of Short- term teachers,skilled_manpower,REF No: 031/009/1982100471/01/00/500007002 DATED:03.04.2020,Rourkela Steel Plant,Apr  3 2020  1:00:00:000PM,Apr 17 2020  4:00:00:000PM, --  ,6
Maintenance of Various Horticulture Works in Steel Township,unskilled_manpower ,REF No: 031/540/1982100442/01/00/500007006 DATED:03.04.2020,Rourkela Steel Plant,Apr  4 2020 12:30:00:000PM,May  4 2020  4:00:00:000PM,Corr,7
Providing support facility for supervision and maintenance of railway track of BNP covering a span of 35 Kms.,skilled_manpower,"RMD/BNP/C CELL/OT/2020-21/01, dtd.19.03.2020",Raw Materials Division (RMD),Mar 23 2020 11:30:00:000AM,Apr 13 2020 11:00:00:000AM, --  ,6
"Engagement of a Private Security Agency at SAIL, RMD, Gua Ore Mines for a period of 2 years.",skilled_manpower,RMD/C/CC/05 of 2020-21 Dated. 21/04/2020,Raw Materials Division (RMD),Apr 22 2020 10:00:00:000AM,May 27 2020  2:30:00:000PM,Corr,6
"Conducting Selection Test for recruitment of Dentist in Exe Cadre and ACTT, OCTT, Nursing Sister, Mining Mate, Mining Forman and Surveyor-Mines in Non-exe Cadre for SAIL-Raw Materials Division for one year",skilled_manpower,RMD/C/CC/38 of 2019-20  Dated 10/03/2020,Raw Materials Division (RMD),Mar 11 2020 11:30:00:000AM,May 26 2020  2:30:00:000PM,Corr,6
"Providing services for Operation, Repair and Maintenance of Electrical Systems at Departmental C&S Plant of Kuteshwar Limestone Mines.",skilled_manpower,RMD/KTR/CC/NIT/2019-20/Plant/OTE/43  DATE 27-03-2020,Raw Materials Division (RMD),Mar 28 2020 10:00:00:000AM,Apr 18 2020  3:30:00:000PM, --  ,6
Rate Contract for Providing Support in Assessment of Physical Quality of Limestone and Preparation of –100 mesh powdered samples for Chemical analysis at Mines & KHBJ Railway Siding of Kuteshwar Limestone Mines,skilled_manpower,RMD/KTR/CC/NIT/2019-20/QC/OTE/42  DATE: 24-03-2020,Raw Materials Division (RMD),Mar 26 2020 10:00:00:000AM,Apr 15 2020  3:30:00:000PM, --  ,6
Annual rate contract for repair & maintenance of non residential buildings at Kuteshwar Limestone Mines.,skilled_manpower,RMD/KTR/CC/NIT/2020-21/Civil/OTE/03  DATE : 10-04-2020,Raw Materials Division (RMD),Apr 11 2020 10:00:00:000AM,Apr 26 2020  3:30:00:000PM, --  ,6
Annual rate contract for repair & maintenance of residential buildings at Kuteshwar Limestone Mines.,skilled_manpower,RMD/KTR/CC/NIT/2020-21/Civil/OTE/04  DATE : 10-04-2020,Raw Materials Division (RMD),Apr 11 2020 10:00:00:000AM,Apr 27 2020  3:30:00:000PM, --  ,6
"Rate contract for repair and maintenance of different types of Fans (Ceiling, Exhaust & Cooler) at Kuteshwar Limestone Mines.",skilled_manpower,RMD/KTR/CC/NIT/2020-21/Elect/OTE/05  DATE  13-04-2020,Raw Materials Division (RMD),Apr 14 2020 10:00:00:000AM,May 16 2020  3:30:00:000PM,Corr,6
"Online tenders are invited in prescribed form by SAIL from bonafide, resourceful person(s) / firm(s) / Company / companies capable of becoming Distributor for Retail Sales of TMT in the identified Rajkot Cluster",none,SAIL/CMO/BS/Ahmedabad/Distributor/19-20/03 Date 04.05.2020,Central Marketing Organisations (WR),May  5 2020  8:00:00:000PM,Jun  1 2020  3:00:00:000PM, --  ,4
SAIL/CMO/BS/Pune/Distributor/19-20/07--2 Tier Retail Distributorship Ahmednagar Cluster,none,SAIL/CMO/BS/Pune/Distributor/19-20/07 DTD-27.02.2020,Central Marketing Organisations (WR),Feb 27 2020  6:00:00:000PM,Mar 26 2020  3:01:00:000PM, --  ,4
APPOINTMENT OF WET LEASING AGENT IN & AROUND DURGAPUR FOR CONVERSION OF SEMIS INTO TMT BARS :: SAIL-CMO,skilled_manpower,SAIL/CMO/ER/WLA/TMT/2020/01 DATE 21-03-2020,CMO Head Quarters,Mar 21 2020  7:30:00:000PM,May 18 2020  3:30:00:000PM,Corr,6
Engagement of Agency for Air Ticket Booking in Central Marketing Organization of SAIL,skilled_manpower,SAIL/CMO/HQ/Air Ticket/2020/R,CMO Head Quarters,Apr 10 2020  6:00:00:000PM,May 22 2020  3:00:00:000PM,Corr,6
Procurement of LTO-4 Data Cartridges for data backup,vehicle/equipment_hiring,SAIL/CMO/HQ/ERP/12/ LTO-4 Data Cartridges  Dated : 10.03.2020,CMO Head Quarters,Mar 11 2020  3:00:00:000PM,Apr 15 2020  3:00:00:000PM,Corr,8
AMC OF 2 Nos RADWARE LINK PROOF  LOAD BALANCER,skilled_manpower,SAIL/CMO/HQ/ERP/12/RADWARE  dated 17.03.2020,CMO Head Quarters,Mar 18 2020  1:00:00:000PM,Apr 15 2020 11:00:00:000AM,Corr,6
Appointment of inspection agency for supervision & monitoring of loading of imported coking coal towards dispatch by rail from VGCBPL and VSPL,skilled_manpower,"SAIL/CMO/T&S/BTSO VIZAG/19 -20/IMP/5, 05.03.2020",CMO Transport and Shipping,Mar  5 2020 11:30:00:000AM,Mar 21 2020  3:00:00:000PM, --  ,6
"ADDENDUM NO 3 TO ENQUIRY DOCUMENT FOR EMPANELMENT OF CHARTERERS SUBAGENT AND PROTECTIVE AGENT IN RESPECT OF IMPORT AND EXPORT SHIPMENT OF DRY BULK CARGO, STEEL AND OTHER SIMILAR CARGO AT PARADIP PORT AND DHAMRA PORT",none,SAIL/T&S/BTSO-PARADIP/EMPANELMENT/17-18/ADDENDUM NO. 3 DATED 21-12-2019,CMO Transport and Shipping,Dec 21 2019  8:00:00:000PM,Nov 16 2020  3:00:00:000PM, --  ,4
Online Tender for appointment of a Distributor for Retail Sales of TMT in the identified Raipur Cluster,none,SAIL/WR/Distributor/Bhilai/19-20/02 Date:29.02.2020,Central Marketing Organisations (WR),Feb 29 2020  4:00:00:000PM,Apr  2 2020  3:00:00:000PM, --  ,4
"UNLOADING, STACKING & SHIFTING OF INCOMING RAW MATERIALS AND OTHER INPUT MATERIALS AS WELL AS CARRYING OUT MISCELLANEOUS WORK AT SGW, KULTI AND LOADING OF INPUT RAW MATERIALS UNDER IPT BASIS AS PER SCOPE OF WORK",unskilled_manpower ,SGW/CC/19-20/59/OTE/56 DATE: 16.03.2020,SAIL GROWTH WORKS KULTI (SGW),Mar 18 2020  4:00:00:000PM,Apr 16 2020  3:30:00:000PM,Corr,7
UPKEEP JOB OF  SOUTH TOWN / EAST TOWN/OTHER AREAS  AT SGW-KULTI TOWNSHIP AND INSIDE WORKS PREMISES.,unskilled_manpower ,"SGW/CC/19-20/61/OTE/57, DATE: 27/03/2020",SAIL GROWTH WORKS KULTI (SGW),Mar 28 2020  4:00:00:000PM,May  5 2020  3:30:00:000PM,Corr,7
HIRING OF MINIBUS (1 NO) FOR CISF UNIT OF SGW KULTI ALONG WITH DRIVER AND ATTENDANT,vehicle/equipment_hiring,"SGW/CC/20-21/06/OTE/06, Date: 07/05/2020",SAIL GROWTH WORKS KULTI (SGW),May  7 2020  7:00:00:000PM,May 26 2020  3:30:00:000PM, --  ,8
Transportation of voluminous material (Microsilica/Fume silica and Carbon Black) from vizag to SRU Bhandaridah,vehicle/equipment_hiring,SRU/CC-BH/LTE/TPT/Volm.RM/Vizag/2020-21/03   Date: 04/05/2020,SAIL REFRACTORY UNIT,May  6 2020 12:00:00:000PM,May 19 2020  2:00:00:000PM, --  ,8
"Application & Monitoring of Back up casting of Tundish in CCS BSL, Bokaro with Tundish Castable",skilled_manpower,SRU/CC-HO /OTE/BH/BSL/Tundish in CCS/2020-22/132   Date: 07-05-2020,SAIL REFRACTORY UNIT,May  7 2020  4:00:00:000PM,May 28 2020  1:00:00:000PM, --  ,6
Installation and maintenance of Backup (safety) lining with Castable in Steel/Transfer Ladles at SMS-I and SMS-II of BSP Bhilai,skilled_manpower,SRU/CC-HO /OTE/BH/BSP/ Ladle/SMS-I&II/2020-22/131   Date: 28/04/2020,SAIL REFRACTORY UNIT,Apr 28 2020  4:00:00:000PM,May 19 2020  1:00:00:000PM, --  ,6
"Lining, Monitoring & Maintenance of 300 T Steel Ladle in SMS-II Bokaro Steel Plant (BSL).",skilled_manpower,SRU/CC-HO/OTE/BH/BSL/ Ladle-SMS-II/2020-21/130        Date: 24/04/2020,SAIL REFRACTORY UNIT,Apr 24 2020  4:00:00:000PM,May 15 2020  1:00:00:000PM, --  ,6
"Job Contract for Loading of Different Raw Materials, into Co’s Dumper at SRU, Bhandaridah",unskilled_manpower ,SRU/CC-HO/OTE/Bhandaridah /Loading of Raw Material/2020-22/129          Date: 24/04/2020,SAIL REFRACTORY UNIT,Apr 24 2020  2:00:00:000PM,May 26 2020  1:00:00:000PM,Corr,7
Revamping of Producer Gas Plant-II at SRU-IFICO,skilled_manpower,SRU/CC-HO/OTE/IFICO/ Revamping of PGP-II /2020-21/127     Date: 20-02-2020,SAIL REFRACTORY UNIT,Feb 21 2020 12:00:00:000PM,May 27 2020  1:00:00:000PM,Corr,6
